timestamp,product,buy,sell,quantity,unit,gr_pure,buy_gr,sell_gr,price_diff_gr,sell_gr_premium,product_std
2022-04-07 12:00:37.243389+03:00,1 унция златно кюлче Valcambi,3514,3663,1,oz,31.1,112.98,117.77,0.0424,0.0518,кюлче Valcambi, 1 унция
2022-04-07 12:00:37.243389+03:00,50 грама златно кюлче Valcambi,5649,5872,50,gr,50,112.98,117.44,0.0395,0.0489,кюлче Valcambi, 50 грама
2022-04-07 12:00:37.243389+03:00,100 грама златно кюлче Valcambi,11242,11677,100,gr,100,112.42,116.77,0.0387,0.0429,кюлче Valcambi, 100 грама
2022-04-07 12:00:37.243389+03:00,20 франка френски Наполеон с Лавров венец,676,718,20,fr,5.805,116.45,123.69,0.0622,0.1047,Френски Наполеон с Лавров венец, 20 франка
2022-04-07 12:00:37.243389+03:00,20 франка френски Гениус,676,712,20,fr,5.805,116.45,122.65,0.0532,0.0954,Френски Гениус, 20 франка
2022-04-07 12:00:37.243389+03:00,1/10 унция златна австрийска филхармония,349,402,0.1,oz,3.1103,112.21,129.25,0.1519,0.1544,Австрийска филхармония, 1/10 унция
2022-04-07 12:00:37.243389+03:00,1 унция златен американски бизон,3566,3778,1,oz,31.1,114.65,121.47,0.0595,0.0849,американски бизон, 1 унция
2022-04-07 12:00:37.243389+03:00,1 унция Кругерранд Южна Африка,3549,3674,1,oz,28.50937,114.1,118.12,0.0352,0.1457,Кругерранд Южна Африка, 1 унция
2022-04-07 12:00:37.243389+03:00,1 унция американски орел,3566,3761,1,eagle,28.6708,124.3774153,131.1787603,0.054683118,0.1754,американски орел, 1 унция
2022-04-07 12:00:37.243389+03:00,1 грам златно кюлче Valcambi,113,160,1,gr,1,113,160,0.4159,0.429,кюлче Valcambi, 1 грам
2022-04-07 12:00:37.243389+03:00,2.5 грама златно кюлче Valcambi,283,372,2.5,gr,2.5,113.2,148.8,0.3145,0.329,кюлче Valcambi, 2.5 грама
2022-04-07 12:00:37.243389+03:00,5 грама златно кюлче Valcambi,565,646,5,gr,5,113,129.2,0.1434,0.1539,кюлче Valcambi, 5 грама
2022-04-07 12:00:37.243389+03:00,10 грама златно кюлче Valcambi,1130,1243,10,gr,10,113,124.3,0.1,0.1102,кюлче Valcambi, 10 грама
2022-04-07 12:00:37.243389+03:00,20 грама златно кюлче Valcambi,2259,2430,20,gr,20,112.95,121.5,0.0757,0.0852,кюлче Valcambi, 20 грама
2022-04-07 12:00:37.243389+03:00,100 австрийски корони – Франц Йосиф,3366,3619,100,cor,30.483,110.4222025,118.7219106,0.075163399,,корони – Франц Йосиф, 100 австрийски
2022-04-07 12:00:37.243389+03:00,1 унция златен австралийски лунар година на Заека 2011,3479,4724,1,oz,31.1,111.85,151.88,0.3579,0.3565,Австралийски лунар година на Заека 2011, 1 унция
2022-04-07 12:00:37.243389+03:00,1 унция златен австралийски лунар година на Мишката 2008,3479,5249,1,oz,31.1,111.85,168.76,0.5088,0.5073,Австралийски лунар година на Мишката 2008, 1 унция
2022-04-07 12:00:37.243389+03:00,1 унция златен австралийски лунар година на Прасето 2007,3479,4898,1,oz,31.1,111.85,157.48,0.408,0.4065,Австралийски лунар година на Прасето 2007, 1 унция
2022-04-07 12:00:37.243389+03:00,1 унция златен австралийски лунар година на Маймуната 2004,3479,5424,1,oz,31.1,111.85,174.39,0.5591,0.5575,Австралийски лунар година на Маймуната 2004, 1 унция
2022-04-07 15:00:39.790932+03:00,1 грам абонаментно златно кюлче Tavex,115,126,1,gr,1,115,126,0.0957,0.129,абонаментно кюлче Tavex, 1 грам
2022-04-07 15:00:39.790932+03:00,1 унция златнo Австралийско Кенгуру,3562,3659,1,oz,31.1,114.52,117.64,0.0272,0.0541,Австралийско Кенгуру, 1 унция
2022-04-07 15:00:39.790932+03:00,1 унция златна австрийска филхармония,3562,3670,1,oz,31.1,114.52,118,0.0304,0.0573,Австрийска филхармония, 1 унция
2022-04-07 15:00:39.790932+03:00,1 унция златен канадски кленов лист,3562,3678,1,oz,31.1,114.52,118.25,0.0326,0.0596,канадски кленов лист, 1 унция
2022-04-07 15:00:39.790932+03:00,1 унция златно кюлче Valcambi,3511,3659,1,oz,31.1,112.88,117.64,0.0422,0.0541,кюлче Valcambi, 1 унция
2022-04-07 15:00:39.790932+03:00,50 грама златно кюлче Valcambi,5643,5866,50,gr,50,112.86,117.32,0.0395,0.0512,кюлче Valcambi, 50 грама
2022-04-07 15:00:39.790932+03:00,100 грама златно кюлче Valcambi,11230,11663,100,gr,100,112.3,116.63,0.0386,0.045,кюлче Valcambi, 100 грама
2022-04-07 15:00:39.790932+03:00,20 франка френски Наполеон с Лавров венец,675,718,20,fr,5.805,116.28,123.69,0.0637,0.1083,Френски Наполеон с Лавров венец, 20 франка
2022-04-07 15:00:39.790932+03:00,20 франка френски Гениус,675,711,20,fr,5.805,116.28,122.48,0.0533,0.0975,Френски Гениус, 20 франка
2022-04-07 15:00:39.790932+03:00,1/10 унция златна австрийска филхармония,349,402,0.1,oz,3.1103,112.21,129.25,0.1519,0.1581,Австрийска филхармония, 1/10 унция
2022-04-07 15:00:39.790932+03:00,1 унция златен американски бизон,3562,3774,1,oz,31.1,114.52,121.34,0.0596,0.0873,американски бизон, 1 унция
2022-04-07 15:00:39.790932+03:00,1 унция Кругерранд Южна Африка,3545,3670,1,oz,28.50937,113.98,118,0.0353,0.1457,Кругерранд Южна Африка, 1 унция
2022-04-07 15:00:39.790932+03:00,1 унция американски орел,3562,3757,1,eagle,28.6708,124.2379006,131.0392455,0.054744526,0.1754,американски орел, 1 унция
2022-04-07 15:00:39.790932+03:00,1 грам златно кюлче Valcambi,113,160,1,gr,1,113,160,0.4159,0.4337,кюлче Valcambi, 1 грам
2022-04-07 15:00:39.790932+03:00,2.5 грама златно кюлче Valcambi,282,371,2.5,gr,2.5,112.8,148.4,0.3156,0.3297,кюлче Valcambi, 2.5 грама
2022-04-07 15:00:39.790932+03:00,5 грама златно кюлче Valcambi,565,646,5,gr,5,113,129.2,0.1434,0.1577,кюлче Valcambi, 5 грама
2022-04-07 15:00:39.790932+03:00,10 грама златно кюлче Valcambi,1128,1241,10,gr,10,112.8,124.1,0.1002,0.112,кюлче Valcambi, 10 грама
2022-04-07 15:00:39.790932+03:00,20 грама златно кюлче Valcambi,2257,2427,20,gr,20,112.85,121.35,0.0753,0.0873,кюлче Valcambi, 20 грама
2022-04-07 15:00:39.790932+03:00,100 австрийски корони – Франц Йосиф,3362,3615,100,cor,30.483,110.2909819,118.5906899,0.075252826,,корони – Франц Йосиф, 100 австрийски
2022-04-07 15:00:39.790932+03:00,1 унция златен австралийски лунар година на Заека 2011,3475,4719,1,oz,31.1,111.73,151.72,0.3579,0.3595,Австралийски лунар година на Заека 2011, 1 унция
2022-04-07 15:00:39.790932+03:00,1 унция златен австралийски лунар година на Мишката 2008,3475,5243,1,oz,31.1,111.73,168.57,0.5087,0.5105,Австралийски лунар година на Мишката 2008, 1 унция
2022-04-07 15:00:39.790932+03:00,1 унция златен австралийски лунар година на Прасето 2007,3475,4893,1,oz,31.1,111.73,157.32,0.408,0.4096,Австралийски лунар година на Прасето 2007, 1 унция
2022-04-07 15:00:39.790932+03:00,1 унция златен австралийски лунар година на Маймуната 2004,3475,5418,1,oz,31.1,111.73,174.2,0.5591,0.5609,Австралийски лунар година на Маймуната 2004, 1 унция
2022-04-07 18:00:31.511485+03:00,1 грам абонаментно златно кюлче Tavex,116,126,1,gr,1,116,126,0.0862,0.1252,абонаментно кюлче Tavex, 1 грам
2022-04-07 18:00:31.511485+03:00,1 унция златнo Австралийско Кенгуру,3573,3671,1,oz,31.1,114.88,118.03,0.0274,0.0541,Австралийско Кенгуру, 1 унция
2022-04-07 18:00:31.511485+03:00,1 унция златна австрийска филхармония,3573,3681,1,oz,31.1,114.88,118.35,0.0302,0.0569,Австрийска филхармония, 1 унция
2022-04-07 18:00:31.511485+03:00,1 унция златен канадски кленов лист,3573,3691,1,oz,31.1,114.88,118.67,0.033,0.0598,канадски кленов лист, 1 унция
2022-04-07 18:00:31.511485+03:00,1 унция златно кюлче Valcambi,3521,3671,1,oz,31.1,113.2,118.03,0.0427,0.0541,кюлче Valcambi, 1 унция
2022-04-07 18:00:31.511485+03:00,50 грама златно кюлче Valcambi,5660,5884,50,gr,50,113.2,117.68,0.0396,0.0509,кюлче Valcambi, 50 грама
2022-04-07 18:00:31.511485+03:00,100 грама златно кюлче Valcambi,11265,11702,100,gr,100,112.65,117.02,0.0388,0.045,кюлче Valcambi, 100 грама
2022-04-07 18:00:31.511485+03:00,20 франка френски Наполеон с Лавров венец,677,720,20,fr,5.805,116.62,124.03,0.0635,0.1076,Френски Наполеон с Лавров венец, 20 франка
2022-04-07 18:00:31.511485+03:00,20 франка френски Гениус,677,713,20,fr,5.805,116.62,122.83,0.0532,0.0969,Френски Гениус, 20 франка
2022-04-07 18:00:31.511485+03:00,1/10 унция златна австрийска филхармония,350,403,0.1,oz,3.1103,112.53,129.57,0.1514,0.1571,Австрийска филхармония, 1/10 унция
2022-04-07 18:00:31.511485+03:00,1 унция златен американски бизон,3573,3786,1,oz,31.1,114.88,121.72,0.0595,0.087,американски бизон, 1 унция
2022-04-07 18:00:31.511485+03:00,1 унция Кругерранд Южна Африка,3556,3681,1,oz,28.50937,114.33,118.35,0.0352,0.1457,Кругерранд Южна Африка, 1 унция
2022-04-07 18:00:31.511485+03:00,1 унция американски орел,3573,3769,1,eagle,28.6708,124.6215662,131.4577898,0.054855863,0.1754,американски орел, 1 унция
2022-04-07 18:00:31.511485+03:00,1 грам златно кюлче Valcambi,113,160,1,gr,1,113,160,0.4159,0.4289,кюлче Valcambi, 1 грам
2022-04-07 18:00:31.511485+03:00,2.5 грама златно кюлче Valcambi,283,372,2.5,gr,2.5,113.2,148.8,0.3145,0.3289,кюлче Valcambi, 2.5 грама
2022-04-07 18:00:31.511485+03:00,5 грама златно кюлче Valcambi,566,648,5,gr,5,113.2,129.6,0.1449,0.1574,кюлче Valcambi, 5 грама
2022-04-07 18:00:31.511485+03:00,10 грама златно кюлче Valcambi,1132,1245,10,gr,10,113.2,124.5,0.0998,0.1118,кюлче Valcambi, 10 грама
2022-04-07 18:00:31.511485+03:00,20 грама златно кюлче Valcambi,2264,2435,20,gr,20,113.2,121.75,0.0755,0.0873,кюлче Valcambi, 20 грама
2022-04-07 18:00:31.511485+03:00,100 австрийски корони – Франц Йосиф,3372,3626,100,cor,30.483,110.6190336,118.9515468,0.075326216,,корони – Франц Йосиф, 100 австрийски
2022-04-07 18:00:31.511485+03:00,1 унция златен австралийски лунар година на Заека 2011,3487,4734,1,oz,31.1,112.11,152.2,0.3576,0.3592,Австралийски лунар година на Заека 2011, 1 унция
2022-04-07 18:00:31.511485+03:00,1 унция златен австралийски лунар година на Мишката 2008,3487,5259,1,oz,31.1,112.11,169.08,0.5082,0.51,Австралийски лунар година на Мишката 2008, 1 унция
2022-04-07 18:00:31.511485+03:00,1 унция златен австралийски лунар година на Прасето 2007,3487,4909,1,oz,31.1,112.11,157.83,0.4078,0.4095,Австралийски лунар година на Прасето 2007, 1 унция
2022-04-07 18:00:31.511485+03:00,1 унция златен австралийски лунар година на Маймуната 2004,3487,5435,1,oz,31.1,112.11,174.74,0.5586,0.5605,Австралийски лунар година на Маймуната 2004, 1 унция
2022-04-07 21:00:35.905086+03:00,1 грам абонаментно златно кюлче Tavex,116,126,1,gr,1,116,126,0.0862,0.1203,абонаментно кюлче Tavex, 1 грам
2022-04-07 21:00:35.905086+03:00,1 унция златнo Австралийско Кенгуру,3581,3678,1,oz,31.1,115.13,118.25,0.0271,0.0514,Австралийско Кенгуру, 1 унция
2022-04-07 21:00:35.905086+03:00,1 унция златна австрийска филхармония,3581,3689,1,oz,31.1,115.13,118.61,0.0302,0.0546,Австрийска филхармония, 1 унция
2022-04-07 21:00:35.905086+03:00,1 унция златен канадски кленов лист,3581,3698,1,oz,31.1,115.13,118.9,0.0327,0.0572,канадски кленов лист, 1 унция
2022-04-07 21:00:35.905086+03:00,1 унция златно кюлче Valcambi,3529,3678,1,oz,31.1,113.46,118.25,0.0422,0.0514,кюлче Valcambi, 1 унция
2022-04-07 21:00:35.905086+03:00,50 грама златно кюлче Valcambi,5673,5895,50,gr,50,113.46,117.9,0.0391,0.0483,кюлче Valcambi, 50 грама
2022-04-07 21:00:35.905086+03:00,100 грама златно кюлче Valcambi,11290,11723,100,gr,100,112.9,117.23,0.0384,0.0423,кюлче Valcambi, 100 грама
2022-04-07 21:00:35.905086+03:00,20 франка френски Наполеон с Лавров венец,679,721,20,fr,5.805,116.97,124.2,0.0618,0.1043,Френски Наполеон с Лавров венец, 20 франка
2022-04-07 21:00:35.905086+03:00,20 франка френски Гениус,679,715,20,fr,5.805,116.97,123.17,0.053,0.0951,Френски Гениус, 20 франка
2022-04-07 21:00:35.905086+03:00,1/10 унция златна австрийска филхармония,351,404,0.1,oz,3.1103,112.85,129.89,0.151,0.1549,Австрийска филхармония, 1/10 унция
2022-04-07 21:00:35.905086+03:00,1 унция златен американски бизон,3581,3794,1,oz,31.1,115.13,121.98,0.0595,0.0846,американски бизон, 1 унция
2022-04-07 21:00:35.905086+03:00,1 унция Кругерранд Южна Африка,3564,3689,1,oz,28.50937,114.59,118.61,0.0351,0.1457,Кругерранд Южна Африка, 1 унция
2022-04-07 21:00:35.905086+03:00,1 унция американски орел,3581,3776,1,eagle,28.6708,124.9005957,131.7019407,0.054454063,0.1754,американски орел, 1 унция
2022-04-07 21:00:35.905086+03:00,1 грам златно кюлче Valcambi,113,161,1,gr,1,113,161,0.4248,0.4315,кюлче Valcambi, 1 грам
2022-04-07 21:00:35.905086+03:00,2.5 грама златно кюлче Valcambi,284,373,2.5,gr,2.5,113.6,149.2,0.3134,0.3266,кюлче Valcambi, 2.5 грама
2022-04-07 21:00:35.905086+03:00,5 грама златно кюлче Valcambi,568,649,5,gr,5,113.6,129.8,0.1426,0.1541,кюлче Valcambi, 5 грама
2022-04-07 21:00:35.905086+03:00,10 грама златно кюлче Valcambi,1134,1248,10,gr,10,113.4,124.8,0.1005,0.1096,кюлче Valcambi, 10 грама
2022-04-07 21:00:35.905086+03:00,20 грама златно кюлче Valcambi,2269,2439,20,gr,20,113.45,121.95,0.0749,0.0843,кюлче Valcambi, 20 грама
2022-04-07 21:00:35.905086+03:00,100 австрийски корони – Франц Йосиф,3379,3633,100,cor,30.483,110.8486698,119.181183,0.075170169,,корони – Франц Йосиф, 100 австрийски
2022-04-07 21:00:35.905086+03:00,1 унция златен австралийски лунар година на Заека 2011,3494,4743,1,oz,31.1,112.34,152.49,0.3574,0.3558,Австралийски лунар година на Заека 2011, 1 унция
2022-04-07 21:00:35.905086+03:00,1 унция златен австралийски лунар година на Мишката 2008,3494,5269,1,oz,31.1,112.34,169.4,0.5079,0.5062,Австралийски лунар година на Мишката 2008, 1 унция
2022-04-07 21:00:35.905086+03:00,1 унция златен австралийски лунар година на Прасето 2007,3494,4918,1,oz,31.1,112.34,158.12,0.4075,0.4059,Австралийски лунар година на Прасето 2007, 1 унция
2022-04-07 21:00:35.905086+03:00,1 унция златен австралийски лунар година на Маймуната 2004,3494,5445,1,oz,31.1,112.34,175.06,0.5583,0.5565,Австралийски лунар година на Маймуната 2004, 1 унция
2022-04-08 00:00:33.721879+03:00,1 грам абонаментно златно кюлче Tavex,116,126,1,gr,1,116,126,0.0862,0.1226,абонаментно кюлче Tavex, 1 грам
2022-04-08 00:00:33.721879+03:00,1 унция златнo Австралийско Кенгуру,3575,3672,1,oz,31.1,114.94,118.06,0.0271,0.0519,Австралийско Кенгуру, 1 унция
2022-04-08 00:00:33.721879+03:00,1 унция златна австрийска филхармония,3575,3683,1,oz,31.1,114.94,118.41,0.0302,0.055,Австрийска филхармония, 1 унция
2022-04-08 00:00:33.721879+03:00,1 унция златен канадски кленов лист,3575,3692,1,oz,31.1,114.94,118.7,0.0327,0.0576,канадски кленов лист, 1 унция
2022-04-08 00:00:33.721879+03:00,1 унция златно кюлче Valcambi,3523,3672,1,oz,31.1,113.27,118.06,0.0423,0.0519,кюлче Valcambi, 1 унция
2022-04-08 00:00:33.721879+03:00,50 грама златно кюлче Valcambi,5663,5887,50,gr,50,113.26,117.74,0.0396,0.049,кюлче Valcambi, 50 грама
2022-04-08 00:00:33.721879+03:00,100 грама златно кюлче Valcambi,11270,11706,100,gr,100,112.7,117.06,0.0387,0.043,кюлче Valcambi, 100 грама
2022-04-08 00:00:33.721879+03:00,20 франка френски Наполеон с Лавров венец,678,720,20,fr,5.805,116.8,124.03,0.0619,0.1051,Френски Наполеон с Лавров венец, 20 франка
2022-04-08 00:00:33.721879+03:00,20 франка френски Гениус,678,714,20,fr,5.805,116.8,123,0.0531,0.0959,Френски Гениус, 20 франка
2022-04-08 00:00:33.721879+03:00,1/10 унция златна австрийска филхармония,350,403,0.1,oz,3.1103,112.53,129.57,0.1514,0.1544,Австрийска филхармония, 1/10 унция
2022-04-08 00:00:33.721879+03:00,1 унция златен американски бизон,3575,3789,1,oz,31.1,114.94,121.82,0.0599,0.0854,американски бизон, 1 унция
2022-04-08 00:00:33.721879+03:00,1 унция Кругерранд Южна Африка,3557,3683,1,oz,28.50937,114.36,118.41,0.0354,0.1457,Кругерранд Южна Африка, 1 унция
2022-04-08 00:00:33.721879+03:00,1 унция американски орел,3575,3771,1,eagle,28.6708,124.6913236,131.5275472,0.054825175,0.1754,американски орел, 1 унция
2022-04-08 00:00:33.721879+03:00,1 грам златно кюлче Valcambi,113,161,1,gr,1,113,161,0.4248,0.4345,кюлче Valcambi, 1 грам
2022-04-08 00:00:33.721879+03:00,2.5 грама златно кюлче Valcambi,283,372,2.5,gr,2.5,113.2,148.8,0.3145,0.3258,кюлче Valcambi, 2.5 грама
2022-04-08 00:00:33.721879+03:00,5 грама златно кюлче Valcambi,567,648,5,gr,5,113.4,129.6,0.1429,0.1547,кюлче Valcambi, 5 грама
2022-04-08 00:00:33.721879+03:00,10 грама златно кюлче Valcambi,1132,1246,10,gr,10,113.2,124.6,0.1007,0.1101,кюлче Valcambi, 10 грама
2022-04-08 00:00:33.721879+03:00,20 грама златно кюлче Valcambi,2265,2436,20,gr,20,113.25,121.8,0.0755,0.0852,кюлче Valcambi, 20 грама
2022-04-08 00:00:33.721879+03:00,100 австрийски корони – Франц Йосиф,3373,3628,100,cor,30.483,110.6518387,119.0171571,0.075600356,,корони – Франц Йосиф, 100 австрийски
2022-04-08 00:00:33.721879+03:00,1 унция златен австралийски лунар година на Заека 2011,3488,4736,1,oz,31.1,112.14,152.27,0.3579,0.3567,Австралийски лунар година на Заека 2011, 1 унция
2022-04-08 00:00:33.721879+03:00,1 унция златен австралийски лунар година на Мишката 2008,3488,5262,1,oz,31.1,112.14,169.18,0.5086,0.5073,Австралийски лунар година на Мишката 2008, 1 унция
2022-04-08 00:00:33.721879+03:00,1 унция златен австралийски лунар година на Прасето 2007,3488,4911,1,oz,31.1,112.14,157.89,0.408,0.4068,Австралийски лунар година на Прасето 2007, 1 унция
2022-04-08 00:00:33.721879+03:00,1 унция златен австралийски лунар година на Маймуната 2004,3488,5437,1,oz,31.1,112.14,174.81,0.5589,0.5575,Австралийски лунар година на Маймуната 2004, 1 унция
2022-04-08 03:00:49.241953+03:00,1 грам абонаментно златно кюлче Tavex,116,126,1,gr,1,116,126,0.0862,0.1215,абонаментно кюлче Tavex, 1 грам
2022-04-08 03:00:49.241953+03:00,1 унция златнo Австралийско Кенгуру,3581,3678,1,oz,31.1,115.13,118.25,0.0271,0.0525,Австралийско Кенгуру, 1 унция
2022-04-08 03:00:49.241953+03:00,1 унция златна австрийска филхармония,3581,3690,1,oz,31.1,115.13,118.64,0.0305,0.056,Австрийска филхармония, 1 унция
2022-04-08 03:00:49.241953+03:00,1 унция златен канадски кленов лист,3581,3699,1,oz,31.1,115.13,118.93,0.033,0.0586,канадски кленов лист, 1 унция
2022-04-08 03:00:49.241953+03:00,1 унция златно кюлче Valcambi,3529,3678,1,oz,31.1,113.46,118.25,0.0422,0.0525,кюлче Valcambi, 1 унция
2022-04-08 03:00:49.241953+03:00,50 грама златно кюлче Valcambi,5672,5897,50,gr,50,113.44,117.94,0.0397,0.0498,кюлче Valcambi, 50 грама
2022-04-08 03:00:49.241953+03:00,100 грама златно кюлче Valcambi,11288,11726,100,gr,100,112.88,117.26,0.0388,0.0437,кюлче Valcambi, 100 грама
2022-04-08 03:00:49.241953+03:00,20 франка френски Наполеон с Лавров венец,679,721,20,fr,5.805,116.97,124.2,0.0618,0.1055,Френски Наполеон с Лавров венец, 20 франка
2022-04-08 03:00:49.241953+03:00,20 франка френски Гениус,679,715,20,fr,5.805,116.97,123.17,0.053,0.0963,Френски Гениус, 20 франка
2022-04-08 03:00:49.241953+03:00,1/10 унция златна австрийска филхармония,351,404,0.1,oz,3.1103,112.85,129.89,0.151,0.1561,Австрийска филхармония, 1/10 унция
2022-04-08 03:00:49.241953+03:00,1 унция златен американски бизон,3581,3795,1,oz,31.1,115.13,122.01,0.0598,0.086,американски бизон, 1 унция
2022-04-08 03:00:49.241953+03:00,1 унция Кругерранд Южна Африка,3563,3690,1,oz,28.50937,114.55,118.64,0.0357,0.1457,Кругерранд Южна Африка, 1 унция
2022-04-08 03:00:49.241953+03:00,1 унция американски орел,3581,3777,1,eagle,28.6708,124.9005957,131.7368193,0.054733315,0.1754,американски орел, 1 унция
2022-04-08 03:00:49.241953+03:00,1 грам златно кюлче Valcambi,113,161,1,gr,1,113,161,0.4248,0.4331,кюлче Valcambi, 1 грам
2022-04-08 03:00:49.241953+03:00,2.5 грама златно кюлче Valcambi,284,373,2.5,gr,2.5,113.6,149.2,0.3134,0.328,кюлче Valcambi, 2.5 грама
2022-04-08 03:00:49.241953+03:00,5 грама златно кюлче Valcambi,568,649,5,gr,5,113.6,129.8,0.1426,0.1553,кюлче Valcambi, 5 грама
2022-04-08 03:00:49.241953+03:00,10 грама златно кюлче Valcambi,1134,1248,10,gr,10,113.4,124.8,0.1005,0.1108,кюлче Valcambi, 10 грама
2022-04-08 03:00:49.241953+03:00,20 грама златно кюлче Valcambi,2268,2440,20,gr,20,113.4,122,0.0758,0.0859,кюлче Valcambi, 20 грама
2022-04-08 03:00:49.241953+03:00,100 австрийски корони – Франц Йосиф,3379,3634,100,cor,30.483,110.8486698,119.2139881,0.075466114,,корони – Франц Йосиф, 100 австрийски
2022-04-08 03:00:49.241953+03:00,1 унция златен австралийски лунар година на Заека 2011,3494,4744,1,oz,31.1,112.34,152.53,0.3578,0.3577,Австралийски лунар година на Заека 2011, 1 унция
2022-04-08 03:00:49.241953+03:00,1 унция златен австралийски лунар година на Мишката 2008,3494,5270,1,oz,31.1,112.34,169.44,0.5083,0.5082,Австралийски лунар година на Мишката 2008, 1 унция
2022-04-08 03:00:49.241953+03:00,1 унция златен австралийски лунар година на Прасето 2007,3494,4919,1,oz,31.1,112.34,158.15,0.4078,0.4077,Австралийски лунар година на Прасето 2007, 1 унция
2022-04-08 03:00:49.241953+03:00,1 унция златен австралийски лунар година на Маймуната 2004,3494,5446,1,oz,31.1,112.34,175.1,0.5587,0.5586,Австралийски лунар година на Маймуната 2004, 1 унция
2022-04-08 06:00:34.851215+03:00,1 грам абонаментно златно кюлче Tavex,116,126,1,gr,1,116,126,0.0862,0.1233,абонаментно кюлче Tavex, 1 грам
2022-04-08 06:00:34.851215+03:00,1 унция златнo Австралийско Кенгуру,3580,3677,1,oz,31.1,115.1,118.22,0.0271,0.054,Австралийско Кенгуру, 1 унция
2022-04-08 06:00:34.851215+03:00,1 унция златна австрийска филхармония,3580,3688,1,oz,31.1,115.1,118.57,0.0301,0.0571,Австрийска филхармония, 1 унция
2022-04-08 06:00:34.851215+03:00,1 унция златен канадски кленов лист,3580,3697,1,oz,31.1,115.1,118.86,0.0327,0.0597,канадски кленов лист, 1 унция
2022-04-08 06:00:34.851215+03:00,1 унция златно кюлче Valcambi,3528,3677,1,oz,31.1,113.43,118.22,0.0422,0.054,кюлче Valcambi, 1 унция
2022-04-08 06:00:34.851215+03:00,50 грама златно кюлче Valcambi,5670,5894,50,gr,50,113.4,117.88,0.0395,0.0509,кюлче Valcambi, 50 грама
2022-04-08 06:00:34.851215+03:00,100 грама златно кюлче Valcambi,11285,11721,100,gr,100,112.85,117.21,0.0386,0.045,кюлче Valcambi, 100 грама
2022-04-08 06:00:34.851215+03:00,20 франка френски Наполеон с Лавров венец,678,721,20,fr,5.805,116.8,124.2,0.0634,0.1073,Френски Наполеон с Лавров венец, 20 франка
2022-04-08 06:00:34.851215+03:00,20 франка френски Гениус,678,715,20,fr,5.805,116.8,123.17,0.0545,0.0981,Френски Гениус, 20 франка
2022-04-08 06:00:34.851215+03:00,1/10 унция златна австрийска филхармония,351,404,0.1,oz,3.1103,112.85,129.89,0.151,0.158,Австрийска филхармония, 1/10 унция
2022-04-08 06:00:34.851215+03:00,1 унция златен американски бизон,3580,3794,1,oz,31.1,115.1,121.98,0.0598,0.0875,американски бизон, 1 унция
2022-04-08 06:00:34.851215+03:00,1 унция Кругерранд Южна Африка,3562,3688,1,oz,28.50937,114.52,118.57,0.0354,0.1457,Кругерранд Южна Африка, 1 унция
2022-04-08 06:00:34.851215+03:00,1 унция американски орел,3580,3775,1,eagle,28.6708,124.865717,131.667062,0.054469274,0.1754,американски орел, 1 унция
2022-04-08 06:00:34.851215+03:00,1 грам златно кюлче Valcambi,113,161,1,gr,1,113,161,0.4248,0.4353,кюлче Valcambi, 1 грам
2022-04-08 06:00:34.851215+03:00,2.5 грама златно кюлче Valcambi,284,373,2.5,gr,2.5,113.6,149.2,0.3134,0.3301,кюлче Valcambi, 2.5 грама
2022-04-08 06:00:34.851215+03:00,5 грама златно кюлче Valcambi,567,649,5,gr,5,113.4,129.8,0.1446,0.1572,кюлче Valcambi, 5 грама
2022-04-08 06:00:34.851215+03:00,10 грама златно кюлче Valcambi,1134,1247,10,gr,10,113.4,124.7,0.0996,0.1117,кюлче Valcambi, 10 грама
2022-04-08 06:00:34.851215+03:00,20 грама златно кюлче Valcambi,2268,2439,20,gr,20,113.4,121.95,0.0754,0.0872,кюлче Valcambi, 20 грама
2022-04-08 06:00:34.851215+03:00,100 австрийски корони – Франц Йосиф,3378,3632,100,cor,30.483,110.8158646,119.1483778,0.075192422,,корони – Франц Йосиф, 100 австрийски
2022-04-08 06:00:34.851215+03:00,1 унция златен австралийски лунар година на Заека 2011,3493,4741,1,oz,31.1,112.3,152.43,0.3573,0.3589,Австралийски лунар година на Заека 2011, 1 унция
2022-04-08 06:00:34.851215+03:00,1 унция златен австралийски лунар година на Мишката 2008,3493,5268,1,oz,31.1,112.3,169.37,0.5082,0.51,Австралийски лунар година на Мишката 2008, 1 унция
2022-04-08 06:00:34.851215+03:00,1 унция златен австралийски лунар година на Прасето 2007,3493,4917,1,oz,31.1,112.3,158.09,0.4077,0.4094,Австралийски лунар година на Прасето 2007, 1 унция
2022-04-08 06:00:34.851215+03:00,1 унция златен австралийски лунар година на Маймуната 2004,3493,5444,1,oz,31.1,112.3,175.03,0.5586,0.5604,Австралийски лунар година на Маймуната 2004, 1 унция
2022-04-08 09:00:34.285222+03:00,1 грам абонаментно златно кюлче Tavex,116,126,1,gr,1,116,126,0.0862,0.1224,абонаментно кюлче Tavex, 1 грам
2022-04-08 09:00:34.285222+03:00,1 унция златнo Австралийско Кенгуру,3582,3678,1,oz,31.1,115.17,118.25,0.0267,0.0534,Австралийско Кенгуру, 1 унция
2022-04-08 09:00:34.285222+03:00,1 унция златна австрийска филхармония,3582,3690,1,oz,31.1,115.17,118.64,0.0301,0.0568,Австрийска филхармония, 1 унция
